Student_ID,Gender,Department,Study_Hours,Sleep_Duration,Work_Life_Balance
44529,Male,Business,5.1,6.4,0.8
44530,Female,Medical,3.7,10.2,0.36
44531,Female,Business,6.9,6.5,1.06
44532,Female,Medical,5.5,7,0.79
44533,Female,Business,4.2,5.1,0.82
44534,Female,Arts,4.4,6.6,0.67
44535,Female,Medical,4.5,5.4,0.83
44536,Female,Science,0.6,6.2,0.1
44537,Female,Science,1.7,8.5,0.2
44538,Male,Science,6.5,7.4,0.88
44539,Male,Business,5.9,7.2,0.82
44540,Male,Business,5.3,7.1,0.75
44541,Male,Science,5.5,8.8,0.62
44542,Male,Science,6.5,8.8,0.74
44543,Male,Business,7.4,5.6,1.32
44544,Male,Medical,7.4,6.1,1.21
44545,Female,Arts,2.5,6,0.42
44546,Female,Business,5.7,8.6,0.66
44547,Male,Science,10,6.5,1.54
44548,Male,Arts,1.9,4.2,0.45
44549,Male,Science,4.1,6.4,0.64
44550,Male,Engineering,1.8,6.1,0.3
44551,Male,Arts,2.3,8.1,0.28
44552,Male,Arts,3.4,7.3,0.47
44553,Female,Business,4.4,7.1,0.62
44554,Male,Engineering,1.4,8.9,0.16
44555,Female,Arts,3.2,5.2,0.62
44556,Female,Medical,5.2,4.4,1.18
44557,Female,Medical,3.4,4.4,0.77
44558,Female,Science,4.2,10.5,0.4
44559,Female,Engineering,5,7.5,0.67
44560,Female,Business,3.5,7,0.5
44561,Female,Engineering,1.9,7.6,0.25
44562,Female,Engineering,1,7.2,0.14
44563,Female,Science,4.9,9.8,0.5
44564,Male,Engineering,5.5,8,0.69
44565,Male,Business,4.7,8.5,0.55
44566,Male,Arts,3.9,4.4,0.89
44567,Male,Science,2.2,7.6,0.29
44568,Male,Engineering,4.9,7,0.7
44569,Male,Engineering,3.1,8.8,0.35
44570,Male,Engineering,4.6,7.2,0.64
44571,Male,Arts,4.1,7.3,0.56
44572,Male,Medical,4.9,7.3,0.67
44573,Female,Medical,4.8,4.1,1.17
44574,Male,Arts,4.9,8.6,0.57
44575,Male,Engineering,5.4,6.2,0.87
44576,Female,Business,0.4,8.9,0.04
44577,Female,Science,5.1,6.1,0.84
44578,Male,Medical,5.5,6.6,0.83
44579,Female,Medical,3.3,6,0.55
44580,Female,Science,5.6,5.1,1.1
44581,Female,Business,5.6,8.5,0.66
44582,Male,Medical,1.1,7.1,0.15
44583,Male,Engineering,4.6,5.6,0.82
44584,Male,Business,0,8.4,0
44585,Male,Engineering,0,7.4,0
44586,Female,Engineering,2.4,7,0.34
44587,Male,Business,3.2,6.2,0.52
44588,Male,Business,2.3,5.5,0.42
44589,Male,Medical,2.9,4.5,0.64
44590,Male,Medical,6.5,7.4,0.88
44591,Female,Business,4.7,7.9,0.59
44592,Male,Business,3.7,4.4,0.84
44593,Male,Engineering,4.8,5.9,0.81
44594,Female,Business,6.5,5.6,1.16
44595,Female,Science,4.3,5.1,0.84
44596,Male,Arts,4.4,4.8,0.92
44597,Female,Engineering,5.2,9.6,0.54
44598,Female,Arts,6.3,8.5,0.74
44599,Female,Medical,3.3,6.8,0.49
44600,Male,Arts,3.9,8.2,0.48
44601,Male,Medical,3.8,9.5,0.4
44602,Female,Engineering,6.5,7.3,0.89
44603,Male,Arts,5.4,8.9,0.61
44604,Female,Medical,5.5,6.9,0.8
44605,Male,Science,4.3,6.7,0.64
44606,Male,Engineering,7.8,7.2,1.08
44607,Male,Science,8.6,7.4,1.16
44608,Female,Medical,4.5,8.4,0.54
44609,Female,Medical,2.9,9.1,0.32
44610,Male,Business,2.6,7.6,0.34
44611,Male,Medical,3.9,10.1,0.39
44612,Female,Engineering,7.6,5.3,1.43
44613,Male,Arts,4.7,6.2,0.76
44614,Female,Business,3.8,10.7,0.36
44615,Male,Medical,5.2,6.3,0.83
44616,Male,Arts,1.5,8.4,0.18
44617,Male,Medical,5.3,6.4,0.83
44618,Male,Medical,5.4,8.9,0.61
44619,Male,Arts,7.5,8.1,0.93
44620,Male,Science,0.3,8.9,0.03
44621,Female,Arts,5.8,8.2,0.71
44622,Male,Engineering,1.7,5.6,0.3
44623,Male,Engineering,4.7,7.4,0.64
44624,Female,Arts,5.5,7.2,0.76
44625,Male,Medical,3.9,7.3,0.53
44626,Male,Arts,3.8,10,0.38
44627,Male,Science,2.9,6.9,0.42
44628,Female,Arts,6.1,8,0.76
44629,Female,Engineering,8.1,7.4,1.09
44630,Male,Medical,4.4,8.3,0.53
44631,Male,Medical,5,7,0.71
44632,Male,Business,5,5.9,0.85
44633,Male,Business,6,7.7,0.78
44634,Female,Science,4.5,8.9,0.51
44635,Male,Medical,2.7,5.6,0.48
44636,Female,Medical,4.7,5.9,0.8
44637,Male,Medical,4.2,6.4,0.66
44638,Male,Medical,3.3,7.6,0.43
44639,Male,Science,7.5,9,0.83
44640,Female,Science,2.7,8.5,0.32
44641,Female,Business,2.2,8.6,0.26
44642,Male,Science,2.7,8.1,0.33
44643,Male,Medical,2.3,8.4,0.27
44644,Male,Engineering,6.1,7,0.87
44645,Male,Business,9.2,5.9,1.56
44646,Male,Engineering,4.3,8.8,0.49
44647,Female,Engineering,3.1,5.6,0.55
44648,Female,Engineering,7.8,5.7,1.37
44649,Female,Engineering,4.2,7.1,0.59
44650,Female,Engineering,7.8,4.5,1.73
44651,Male,Medical,6.4,5.9,1.08
44652,Male,Science,2.6,5.9,0.44
44653,Female,Engineering,2.1,4.4,0.48
44654,Male,Science,1,7.4,0.14
44655,Male,Medical,5.5,5.7,0.96
44656,Male,Science,5.9,5.9,1
44657,Female,Science,2.4,8.1,0.3
44658,Female,Medical,6.1,8.4,0.73
44659,Female,Engineering,7.4,8.5,0.87
44660,Male,Arts,5.5,10.5,0.52
44661,Female,Science,6.7,8.4,0.8
44662,Female,Arts,3.5,8.1,0.43
44663,Male,Business,5.4,6.7,0.81
44664,Female,Business,3.1,5.5,0.56
44665,Female,Engineering,4.5,3.1,1.45
44666,Male,Arts,5,6,0.83
44667,Male,Business,3.3,7.5,0.44
44668,Female,Arts,6,3.7,1.62
44669,Female,Science,4,5.5,0.73
44670,Female,Medical,6.6,7.2,0.92
44671,Male,Engineering,4,6.4,0.62
44672,Male,Medical,6.1,8.5,0.72
44673,Male,Science,4.4,7.1,0.62
44674,Male,Business,5.5,6,0.92
44675,Male,Medical,6.1,6.6,0.92
44676,Female,Engineering,3.3,6.5,0.51
44677,Female,Engineering,6.3,7.4,0.85
44678,Female,Arts,2.7,6.4,0.42
44679,Male,Business,4.5,7.2,0.62
44680,Male,Arts,4.8,8.5,0.56
44681,Female,Science,4.5,6.5,0.69
44682,Male,Science,6.3,6,1.05
44683,Female,Science,7,7.9,0.89
44684,Male,Science,4.3,6.9,0.62
44685,Male,Medical,1.6,9,0.18
44686,Female,Arts,6.4,6.4,1
44687,Male,Business,6.9,9.1,0.76
44688,Male,Medical,2.3,5,0.46
44689,Female,Business,4,5.9,0.68
44690,Female,Medical,3.8,3,1.27
44691,Male,Medical,2.3,6.5,0.35
44692,Male,Arts,7.7,8.8,0.88
44693,Female,Medical,2.7,9.4,0.29
44694,Male,Science,6.2,6,1.03
44695,Female,Medical,6.2,5.2,1.19
44696,Male,Medical,5.2,5,1.04
44697,Female,Medical,2.8,5.2,0.54
44698,Male,Engineering,5.4,8.5,0.64
44699,Male,Arts,3.4,5,0.68
44700,Male,Engineering,0,7.3,0
44701,Male,Science,3.5,8,0.44
44702,Male,Arts,6.6,5.9,1.12
44703,Male,Medical,5,7,0.71
44704,Female,Engineering,5.6,7.8,0.72
44705,Male,Arts,4.3,6.7,0.64
44706,Female,Science,6.4,8.3,0.77
44707,Female,Engineering,5.8,6.7,0.87
44708,Female,Business,5.1,5.5,0.93
44709,Male,Arts,5.4,7.1,0.76
44710,Male,Science,2.3,7.4,0.31
44711,Male,Science,4.9,10.6,0.46
44712,Male,Medical,2.7,7.3,0.37
44713,Male,Science,7.2,7,1.03
44714,Male,Business,7.7,8.4,0.92
44715,Female,Arts,4.4,6.6,0.67
44716,Male,Business,5.1,4.3,1.19
44717,Female,Arts,7.4,8.8,0.84
44718,Female,Medical,7.2,7.2,1
44719,Female,Medical,2,9.8,0.2
44720,Male,Business,2.3,9.3,0.25
44721,Female,Medical,4.7,6.4,0.73
44722,Female,Business,2.7,6.1,0.44
44723,Female,Science,2.6,6.9,0.38
44724,Male,Science,4.3,7,0.61
44725,Male,Business,1.3,7.5,0.17
44726,Female,Arts,2.9,7.6,0.38
44727,Male,Medical,7.3,6.8,1.07
44728,Male,Arts,6.6,7.4,0.89
44729,Female,Arts,3.1,6.6,0.47
44730,Male,Arts,3.1,7.1,0.44
44731,Male,Medical,4.7,4.8,0.98
44732,Female,Engineering,1.8,5.8,0.31
44733,Female,Science,5.9,5.8,1.02
44734,Female,Medical,5.8,6.2,0.94
44735,Male,Medical,3.3,9.6,0.34
44736,Female,Medical,6.1,6.2,0.98
44737,Male,Engineering,3.8,7.6,0.5
44738,Female,Business,0.6,7.9,0.08
44739,Female,Engineering,5.7,9.5,0.6
44740,Female,Arts,8.1,5.5,1.47
44741,Female,Engineering,5,8.4,0.6
44742,Female,Medical,1.8,6.4,0.28
44743,Female,Business,4,10,0.4
44744,Female,Business,3.4,7.1,0.48
44745,Male,Science,3.4,6.9,0.49
44746,Male,Business,6,5.6,1.07
44747,Female,Science,4.6,9.9,0.46
44748,Male,Medical,5,7,0.71
44749,Female,Business,3,6.7,0.45
44750,Female,Business,6,7,0.86
44751,Male,Business,8.3,4.8,1.73
44752,Female,Medical,6.1,5.4,1.13
44753,Male,Engineering,3.6,8.1,0.44
44754,Male,Engineering,3.4,8.6,0.4
44755,Male,Medical,3.6,8.1,0.44
44756,Female,Science,5.7,8.2,0.7
44757,Female,Science,5.3,5.4,0.98
44758,Female,Arts,4.6,7,0.66
44759,Female,Engineering,1.1,7.8,0.14
44760,Female,Business,3.7,7.2,0.51
44761,Male,Business,6.6,9.7,0.68
44762,Female,Arts,4.6,5.7,0.81
44763,Male,Engineering,5.8,7.7,0.75
44764,Male,Science,3.1,6,0.52
44765,Female,Business,3.4,8,0.42
44766,Female,Engineering,5,8.7,0.57
44767,Male,Arts,2.4,4,0.6
44768,Female,Medical,7.3,7.9,0.92
44769,Male,Engineering,5.3,7.4,0.72
44770,Female,Medical,2.1,9.5,0.22
44771,Male,Arts,5,8.2,0.61
44772,Male,Business,2.9,5.3,0.55
44773,Male,Medical,5.1,5.6,0.91
44774,Male,Science,7,5.6,1.25
44775,Female,Medical,0.7,7.3,0.1
44776,Male,Medical,6.5,7.6,0.86
44777,Male,Business,2.1,6.2,0.34
44778,Male,Science,9.8,8,1.23
44779,Female,Arts,6,6.5,0.92
44780,Female,Engineering,2.1,6.1,0.34
44781,Male,Engineering,2.3,5.1,0.45
44782,Female,Science,6.7,6.3,1.06
44783,Male,Engineering,4.7,8.9,0.53
44784,Female,Engineering,5.5,7.7,0.71
44785,Female,Science,2,4.4,0.45
44786,Female,Business,2.1,6.2,0.34
44787,Male,Arts,3.5,6.1,0.57
44788,Male,Arts,4,5.7,0.7
44789,Male,Medical,6.5,5,1.3
44790,Male,Medical,2.8,7.3,0.38
44791,Female,Medical,3.2,5.2,0.62
44792,Female,Arts,4.4,8.9,0.49
44793,Male,Medical,5.3,5.9,0.9
44794,Female,Medical,3.6,8.1,0.44
44795,Female,Arts,6.1,5,1.22
44796,Male,Business,4.9,5.1,0.96
44797,Female,Science,4.3,5.7,0.75
44798,Male,Business,6,6,1
44799,Male,Arts,3.3,5.1,0.65
44800,Female,Arts,5.4,6.4,0.84
44801,Female,Arts,2.2,8.2,0.27
44802,Male,Medical,3,5.4,0.56
44803,Female,Business,2.3,6.1,0.38
44804,Male,Engineering,8.9,6.6,1.35
44805,Female,Medical,1.1,8.5,0.13
44806,Male,Engineering,6.9,9.5,0.73
44807,Male,Arts,3.4,6.1,0.56
44808,Male,Engineering,6,9.7,0.62
44809,Male,Medical,4.3,8.1,0.53
44810,Female,Engineering,4,7.5,0.53
44811,Male,Business,2.5,7.2,0.35
44812,Female,Business,4.4,5.4,0.81
44813,Male,Engineering,2.5,5.7,0.44
44814,Male,Medical,6.6,5.9,1.12
44815,Female,Medical,6,6,1
44816,Male,Medical,5.2,7.5,0.69
44817,Female,Science,4.2,8.3,0.51
44818,Male,Arts,6.6,8.5,0.78
44819,Female,Science,6.1,8.6,0.71
44820,Female,Engineering,5.2,9.4,0.55
44821,Female,Engineering,4.3,8.7,0.49
44822,Male,Engineering,3.5,4,0.88
44823,Male,Medical,3.8,9.8,0.39
44824,Female,Business,3.3,8.6,0.38
44825,Female,Engineering,7.4,8.3,0.89
44826,Male,Science,7.8,7.4,1.05
44827,Female,Arts,2.8,7.8,0.36
44828,Male,Medical,4.2,8,0.52
44829,Male,Arts,2.3,6,0.38
44830,Male,Arts,2.4,11.1,0.22
44831,Female,Science,5,11.4,0.44
44832,Female,Business,6.8,5.9,1.15
44833,Female,Business,4.1,6.8,0.6
44834,Male,Science,7,8.1,0.86
44835,Male,Medical,5.9,6.7,0.88
44836,Female,Science,5.3,8.4,0.63
44837,Male,Medical,3.2,5.4,0.59
44838,Male,Arts,5.4,5.6,0.96
44839,Female,Business,4.1,8.5,0.48
44840,Male,Business,4.5,8,0.56
44841,Female,Arts,7.2,5.5,1.31
44842,Male,Business,2.4,7.6,0.32
44843,Female,Science,2.9,8.7,0.33
44844,Female,Engineering,4.1,7.7,0.53
44845,Female,Science,4.6,9.5,0.48
44846,Female,Arts,6.1,7.1,0.86
44847,Female,Business,1.6,8.2,0.2
44848,Male,Science,4.7,4.3,1.09
44849,Female,Arts,4.2,8.1,0.52
44850,Female,Science,4.4,7.8,0.56
44851,Male,Business,2.1,6.5,0.32
44852,Female,Medical,4.6,7,0.66
44853,Male,Business,5.8,5.1,1.14
44854,Female,Arts,5.4,5.1,1.06
44855,Male,Engineering,2.6,6.3,0.41
44856,Female,Science,6.2,4.1,1.51
44857,Female,Medical,5.7,7.6,0.75
44858,Female,Science,4.6,4.5,1.02
44859,Male,Medical,5.3,7.3,0.73
44860,Female,Engineering,3.9,6.1,0.64
44861,Female,Arts,5,6.3,0.79
44862,Male,Arts,2.4,6.8,0.35
44863,Female,Arts,1.7,3.4,0.5
44864,Female,Arts,5.6,6.7,0.84
44865,Female,Business,1.8,7.1,0.25
44866,Female,Arts,3.2,7.1,0.45
44867,Female,Business,7,7.4,0.95
44868,Female,Medical,2.5,3,0.83
44869,Female,Arts,6.8,8.8,0.77
44870,Male,Medical,3.1,8.2,0.38
44871,Male,Medical,4.8,7.3,0.66
44872,Male,Business,3.3,7.3,0.45
44873,Male,Engineering,3.3,7,0.47
44874,Male,Medical,6.3,5.9,1.07
44875,Male,Arts,4,6.4,0.62
44876,Female,Medical,6.5,8,0.81
44877,Male,Business,1.7,7.9,0.22
44878,Female,Business,2.4,6.1,0.39
44879,Female,Science,2.2,6.3,0.35
44880,Male,Business,6.1,4.6,1.33
44881,Male,Engineering,4.2,10.3,0.41
44882,Male,Medical,1.8,5.1,0.35
44883,Male,Engineering,2.2,7.1,0.31
44884,Female,Engineering,2.6,6.8,0.38
44885,Male,Business,3.9,3.3,1.18
44886,Female,Business,3.6,6.3,0.57
44887,Male,Business,7.1,9.7,0.73
44888,Male,Arts,9,9.6,0.94
44889,Male,Arts,1,6.4,0.16
44890,Female,Medical,7.2,3.3,2.18
44891,Male,Science,4.5,6.3,0.71
44892,Male,Science,5.3,6.9,0.77
44893,Male,Engineering,3,5.7,0.53
44894,Male,Arts,5.9,7,0.84
44895,Female,Science,1.8,6,0.3
44896,Female,Medical,4.9,8.4,0.58
44897,Female,Science,3.6,4.7,0.77
44898,Male,Engineering,4.4,4.4,1
44899,Male,Engineering,5,7.1,0.7
44900,Female,Engineering,3.4,7.3,0.47
44901,Female,Medical,6.6,4.3,1.53
44902,Female,Arts,5.1,7.1,0.72
44903,Male,Engineering,4.5,4.3,1.05
44904,Male,Science,1.2,5.8,0.21
44905,Male,Science,4.3,7.1,0.61
44906,Female,Medical,4.5,8.8,0.51
44907,Female,Arts,4.2,4.8,0.88
44908,Male,Science,5.7,8.8,0.65
44909,Male,Business,3.7,7.2,0.51
44910,Female,Engineering,6.4,7.7,0.83
44911,Male,Medical,4.2,7.1,0.59
44912,Female,Science,4.9,7.3,0.67
44913,Female,Science,5.9,6.3,0.94
44914,Female,Science,1.6,9.2,0.17
44915,Male,Science,4.2,7.6,0.55
44916,Male,Engineering,5.9,6.4,0.92
44917,Male,Engineering,8,8.3,0.96
44918,Female,Engineering,4.2,8.8,0.48
44919,Male,Medical,5.3,9.5,0.56
44920,Female,Medical,6.3,5.9,1.07
44921,Male,Medical,7.6,8,0.95
44922,Female,Arts,4.8,4.3,1.12
44923,Female,Science,5.4,6.8,0.79
44924,Male,Medical,7.9,7.5,1.05
44925,Female,Science,5.4,8.6,0.63
44926,Male,Science,5.8,6.5,0.89
44927,Male,Engineering,9.1,7.1,1.28
44928,Female,Arts,4.1,7.2,0.57
44929,Male,Medical,4.6,10.2,0.45
44930,Female,Medical,7.6,5.4,1.41
44931,Female,Engineering,6.6,9.5,0.69
44932,Female,Engineering,3.8,8.4,0.45
44933,Female,Business,4.2,5.6,0.75
44934,Female,Science,8,7.5,1.07
44935,Male,Science,0.3,6.7,0.04
44936,Female,Science,5.4,8.8,0.61
44937,Male,Arts,2.6,7.9,0.33
44938,Female,Business,1.1,6.6,0.17
44939,Female,Business,5.6,7.6,0.74
44940,Male,Medical,5.2,6.3,0.83
44941,Male,Engineering,4.8,6.4,0.75
44942,Male,Science,4.1,4.5,0.91
44943,Female,Engineering,2.4,8,0.3
44944,Female,Arts,2.6,10.7,0.24
44945,Female,Arts,6.3,6.2,1.02
44946,Female,Business,6.2,8.5,0.73
44947,Male,Engineering,3.5,6.2,0.56
44948,Male,Business,4.6,6.7,0.69
44949,Female,Science,5.2,7.3,0.71
44950,Male,Arts,7.1,8.4,0.85
44951,Male,Science,5.3,6.1,0.87
44952,Female,Science,5.4,5.4,1
44953,Male,Science,3.1,7.5,0.41
44954,Male,Medical,4.9,8.6,0.57
44955,Female,Business,5.2,6.8,0.76
44956,Male,Business,2.5,6.1,0.41
44957,Male,Arts,5.5,5.8,0.95
44958,Male,Science,4.1,4.9,0.84
44959,Male,Science,3.6,4.9,0.73
44960,Male,Science,2,8.7,0.23
44961,Male,Business,3.1,9.9,0.31
44962,Male,Business,0,8.2,0
44963,Female,Science,5.1,8.6,0.59
44964,Female,Medical,3.6,5.9,0.61
44965,Male,Science,5.1,8.5,0.6
44966,Male,Engineering,4.3,6.9,0.62
44967,Female,Business,0.7,9.1,0.08
44968,Male,Arts,6.5,7.7,0.84
44969,Female,Business,4.6,7,0.66
44970,Male,Business,5.7,8.2,0.7
44971,Female,Engineering,5.9,6.1,0.97
44972,Female,Engineering,6,7.8,0.77
44973,Male,Arts,6.2,8.9,0.7
44974,Male,Engineering,4,6.9,0.58
44975,Female,Science,0.2,5.9,0.03
44976,Male,Medical,4.2,6.1,0.69
44977,Female,Business,2.5,7.8,0.32
44978,Male,Science,3.2,10.4,0.31
44979,Female,Arts,3.5,11.7,0.3
44980,Female,Engineering,3.3,5,0.66
44981,Female,Medical,4,7.6,0.53
44982,Male,Science,5.7,6.4,0.89
44983,Male,Engineering,5.5,4.5,1.22
44984,Female,Engineering,0,7.7,0
44985,Male,Arts,6.1,8.7,0.7
44986,Female,Engineering,1.3,8.7,0.15
44987,Female,Medical,4.4,7.3,0.6
44988,Female,Medical,4,9.2,0.43
44989,Female,Medical,6.1,8.8,0.69
44990,Male,Engineering,2.8,8.7,0.32
44991,Male,Medical,3.5,6.6,0.53
44992,Male,Medical,2.7,7.7,0.35
44993,Male,Science,0,7.7,0
44994,Female,Business,1.4,7.6,0.18
44995,Female,Science,5.9,6,0.98
44996,Male,Business,2.9,5.6,0.52
44997,Female,Engineering,5.4,5.9,0.92
44998,Female,Engineering,1.3,8,0.16
44999,Male,Business,0,8.2,0
45000,Female,Medical,7.2,9.1,0.79
45001,Male,Medical,2.9,6,0.48
45002,Female,Engineering,7.2,6.8,1.06
45003,Female,Business,6.9,5.3,1.3
45004,Female,Arts,6.2,7.7,0.81
45005,Male,Medical,6.6,7.2,0.92
45006,Female,Engineering,3.9,9,0.43
45007,Male,Business,5.3,6.3,0.84
45008,Female,Arts,3.5,6.7,0.52
45009,Male,Science,4.4,9.1,0.48
45010,Male,Engineering,6.7,7.6,0.88
45011,Male,Science,4.2,7.5,0.56
45012,Female,Arts,4.8,9.4,0.51
45013,Female,Business,1.3,8.3,0.16
45014,Male,Engineering,2.5,4.1,0.61
45015,Female,Business,3.1,6.1,0.51
45016,Female,Science,5.3,6.4,0.83
45017,Male,Medical,4.7,8.1,0.58
45018,Male,Medical,5.2,8.9,0.58
45019,Male,Medical,3,6.1,0.49
45020,Female,Medical,2.5,9.8,0.26
45021,Female,Arts,6.9,6.6,1.05
45022,Male,Medical,3.3,5.5,0.6
45023,Female,Medical,4.2,10.1,0.42
45024,Male,Engineering,4.8,7,0.69
45025,Female,Engineering,3.7,7.1,0.52
45026,Female,Business,2,5.1,0.39
45027,Male,Engineering,2.5,6.9,0.36
45028,Male,Science,9.3,8.1,1.15
45029,Male,Medical,4.3,5.7,0.75
45030,Male,Engineering,5.5,5.4,1.02
45031,Female,Science,4.5,8.4,0.54
45032,Female,Science,1.9,5.4,0.35
45033,Female,Medical,7.2,7.9,0.91
45034,Female,Arts,3.7,9.5,0.39
45035,Male,Arts,5.2,6.9,0.75
45036,Female,Medical,3.8,7.1,0.54
45037,Female,Science,1.7,8.7,0.2
45038,Female,Science,6.5,3.6,1.81
45039,Female,Business,3.3,8,0.41
45040,Female,Engineering,5,7.4,0.68
45041,Female,Arts,6.1,7.8,0.78
45042,Male,Medical,2.7,5.9,0.46
45043,Female,Engineering,6.5,9.3,0.7
45044,Female,Arts,3.8,5.9,0.64
45045,Male,Medical,4.1,8.7,0.47
45046,Male,Business,3.4,7.2,0.47
45047,Male,Medical,5,6,0.83
45048,Male,Engineering,3.2,5,0.64
45049,Female,Business,7.3,7.9,0.92
45050,Female,Engineering,7,3.8,1.84
45051,Female,Medical,2.9,9,0.32
45052,Female,Medical,5.2,4.1,1.27
45053,Female,Engineering,1.8,6.8,0.26
45054,Female,Arts,5.1,6,0.85
45055,Male,Engineering,6.1,7,0.87
45056,Female,Business,2.9,6.3,0.46
45057,Male,Medical,6.2,9,0.69
45058,Female,Business,4.7,7.1,0.66
45059,Male,Medical,7.6,6.9,1.1
45060,Female,Business,3,7.4,0.41
45061,Male,Business,2.5,4.5,0.56
45062,Male,Medical,3.4,7.3,0.47
45063,Male,Science,6.9,5.4,1.28
45064,Male,Science,4.2,6.6,0.64
45065,Male,Engineering,5.9,9.2,0.64
45066,Female,Science,3.8,5.2,0.73
45067,Female,Engineering,4.9,9.3,0.53
45068,Female,Business,4.5,6.9,0.65
45069,Female,Medical,5.9,9.1,0.65
45070,Female,Medical,3.5,7.7,0.45
45071,Male,Medical,2.4,4.9,0.49
45072,Male,Medical,5.9,5.4,1.09
45073,Male,Science,7.5,7.3,1.03
45074,Female,Medical,8.2,6.5,1.26
45075,Female,Arts,0.9,6.1,0.15
45076,Female,Arts,2.8,7.1,0.39
45077,Male,Science,4.7,5.3,0.89
45078,Male,Medical,6.3,6.2,1.02
45079,Male,Engineering,9.1,7.1,1.28
45080,Male,Arts,4.8,8.3,0.58
45081,Male,Business,8.6,8.6,1
45082,Male,Medical,7.9,5.1,1.55
45083,Male,Medical,7.3,6.4,1.14
45084,Female,Business,6.8,6.6,1.03
45085,Male,Medical,5,8.1,0.62
45086,Female,Business,4.1,7,0.59
45087,Male,Business,6.3,5.7,1.11
45088,Female,Medical,1.9,7.4,0.26
45089,Male,Arts,3.2,7.4,0.43
45090,Male,Arts,5,5.7,0.88
45091,Female,Medical,6.1,6,1.02
45092,Male,Science,3.4,8,0.42
45093,Female,Engineering,2.6,7,0.37
45094,Male,Science,6.9,6.2,1.11
45095,Female,Medical,3.9,9.9,0.39
45096,Male,Science,7.3,6.1,1.2
45097,Female,Arts,4.2,5,0.84
45098,Male,Arts,3.9,6,0.65
45099,Male,Business,2.2,6.7,0.33
45100,Female,Arts,3.2,6.3,0.51
45101,Female,Science,3.9,5.2,0.75
45102,Female,Engineering,2.9,8.7,0.33
45103,Female,Science,7,6.7,1.04
45104,Male,Engineering,7.1,4.7,1.51
45105,Male,Arts,6.7,6.3,1.06
45106,Male,Science,4.4,9.3,0.47
45107,Male,Engineering,4.5,4.6,0.98
45108,Male,Science,3.5,8.7,0.4
45109,Male,Medical,6.3,5.6,1.12
45110,Female,Science,2.8,8.4,0.33
45111,Male,Business,6.7,5.4,1.24
45112,Male,Arts,3.6,7.1,0.51
45113,Male,Engineering,3.8,8.5,0.45
45114,Female,Business,8,8.5,0.94
45115,Female,Science,3.6,6.6,0.55
45116,Male,Engineering,7.6,7,1.09
45117,Male,Medical,5.7,4.9,1.16
45118,Female,Science,4,7.9,0.51
45119,Female,Business,4.9,8.4,0.58
45120,Male,Engineering,5.8,6.9,0.84
45121,Female,Arts,7.9,5.8,1.36
45122,Male,Medical,5.6,8,0.7
45123,Male,Medical,5.9,5.5,1.07
45124,Female,Medical,4.2,7.6,0.55
45125,Female,Medical,4.2,7.2,0.58
45126,Female,Arts,2.6,6.1,0.43
45127,Female,Engineering,4.7,7.8,0.6
45128,Female,Medical,3.3,4.8,0.69
45129,Female,Arts,8.4,6.8,1.24
45130,Male,Science,6.4,6.7,0.96
45131,Female,Arts,7.3,8,0.91
45132,Female,Business,4.6,5.3,0.87
45133,Male,Medical,5.3,8.6,0.62
45134,Female,Business,5.5,6.1,0.9
45135,Female,Business,4.8,9.8,0.49
45136,Male,Engineering,5.1,5.4,0.94
45137,Female,Arts,6.3,5.6,1.12
45138,Male,Science,5.6,3.3,1.7
45139,Male,Science,3.5,5.8,0.6
45140,Male,Medical,7.5,6.2,1.21
45141,Male,Medical,1.8,8.4,0.21
45142,Male,Engineering,3.9,7.9,0.49
45143,Female,Engineering,6.1,7.1,0.86
45144,Female,Arts,9.4,4.5,2.09
45145,Male,Medical,1.8,6.9,0.26
45146,Male,Science,3.6,7.4,0.49
45147,Male,Science,7.5,5.2,1.44
45148,Male,Arts,2.2,8,0.28
45149,Female,Science,5.9,8.4,0.7
45150,Male,Arts,0.3,7.7,0.04
45151,Male,Science,5.2,6,0.87
45152,Female,Science,6.7,6.1,1.1
45153,Male,Medical,3,7.9,0.38
45154,Female,Arts,6.1,5.8,1.05
45155,Female,Arts,8.8,5.4,1.63
45156,Male,Medical,6.3,7.9,0.8
45157,Male,Arts,4,6.5,0.62
45158,Female,Engineering,4,6.4,0.62
45159,Female,Arts,4,8.7,0.46
45160,Male,Medical,1.9,5.9,0.32
45161,Male,Science,4.2,9,0.47
45162,Male,Engineering,6.2,5.2,1.19
45163,Male,Arts,5.1,7.8,0.65
45164,Female,Business,4.1,6.8,0.6
45165,Male,Arts,7.4,5.9,1.25
45166,Male,Arts,3.7,9.4,0.39
45167,Male,Arts,6.5,6.6,0.98
45168,Male,Engineering,4.7,7.5,0.63
45169,Female,Science,0.8,7,0.11
45170,Female,Arts,0,8.8,0
45171,Female,Science,4.1,4.5,0.91
45172,Male,Business,4.2,8.1,0.52
45173,Male,Science,4,8.8,0.45
45174,Male,Engineering,3.8,6.9,0.55
45175,Male,Engineering,1,3.9,0.26
45176,Male,Medical,5.7,5.9,0.97
45177,Male,Business,4.9,7.6,0.64
45178,Male,Engineering,9.1,5.4,1.69
45179,Male,Engineering,3.3,6.5,0.51
45180,Male,Business,5.6,7.5,0.75
45181,Male,Medical,2.7,4.5,0.6
45182,Female,Business,0,11.2,0
45183,Male,Engineering,1.4,4.9,0.29
